landcommercial_count,industrial_count,railway_count,residential_count,retail_count,geometry,landnature_count
0.0,0.0,0.0,0.0,0.0,"POLYGON ((16.412994415210846 48.297308234193196, 16.412987666063042 48.29281169659507, 16.419725983332913 48.292806995989885, 16.41973332417569 48.29730353283789, 16.412994415210846 48.297308234193196))",2.0
0.0,0.0,0.0,0.0,0.0,"POLYGON ((16.41973332417569 48.29730353283789, 16.419725983332913 48.292806995989885, 16.426464298782108 48.29280190058953, 16.42647223131929 48.29729843662545, 16.41973332417569 48.29730353283789))",5.0
0.0,0.0,0.0,0.0,0.0,"POLYGON ((16.42647223131929 48.29729843662545, 16.426464298782108 48.29280190058953, 16.43320261226536 48.292796410394345, 16.433211136496332 48.297292945556165, 16.42647223131929 48.29729843662545))",13.0
0.0,0.0,0.0,4.0,0.0,"POLYGON ((16.433211136496332 48.297292945556165, 16.43320261226536 48.292796410394345, 16.4399409236374 48.2927905254046, 16.439950039561506 48.29728705963035, 16.433211136496332 48.297292945556165))",19.0
0.0,0.0,0.0,24.0,0.0,"POLYGON ((16.439950039561506 48.29728705963035, 16.4399409236374 48.2927905254046, 16.44667923275296 48.29278424562056, 16.446688940369484 48.29728077884831, 16.439950039561506 48.29728705963035))",2.0
0.0,6.0,0.0,4.0,0.0,"POLYGON ((16.48038340546555 48.29724345210741, 16.480370739399106 48.29274692479934, 16.487109031925115 48.2927382762577, 16.487122289678798 48.29723480219589, 16.48038340546555 48.29724345210741))",8.0
0.0,0.0,0.0,0.0,0.0,"POLYGON ((16.487122289678798 48.29723480219589, 16.487109031925115 48.2927382762577, 16.49384732117777 48.29272923292461, 16.493861170617656 48.297225757430965, 16.487122289678798 48.29723480219589))",23.0
0.0,17.0,0.0,2.0,0.0,"POLYGON ((16.338866097477684 48.29283734671499, 16.338865857076513 48.28834080142556, 16.345603593232912 48.28834044364752, 16.345604425187037 48.29283698886852, 16.338866097477684 48.29283734671499))",2.0
0.0,0.0,0.0,0.0,0.0,"POLYGON ((16.345604425187037 48.29283698886852, 16.345603593232912 48.28834044364752, 16.35234132916669 48.28833969113466, 16.35234275267372 48.29283623622529, 16.345604425187037 48.29283698886852))",12.0
0.0,0.0,0.0,0.0,0.0,"POLYGON ((16.372557732344895 48.292831609515424, 16.37255453418007 48.28833506518769, 16.379292267771124 48.28833273373619, 16.37929605748809 48.292829277685705, 16.372557732344895 48.292831609515424))",3.0
0.0,2.0,0.0,9.0,0.0,"POLYGON ((16.37929605748809 48.292829277685705, 16.379292267771124 48.28833273373619, 16.38603000041342 48.28833000755031, 16.386034381682265 48.29282655105961, 16.37929605748809 48.292829277685705))",0.0
0.0,0.0,0.0,0.0,0.0,"POLYGON ((16.386034381682265 48.29282655105961, 16.38603000041342 48.28833000755031, 16.392767731961747 48.28832688663015, 16.39277270478211 48.29282342963734, 16.386034381682265 48.29282655105961))",1.0
0.0,0.0,0.0,0.0,0.0,"POLYGON ((16.39277270478211 48.29282342963734, 16.392767731961747 48.28832688663015, 16.399505462270866 48.28832337097597, 16.399511026642372 48.29281991341904, 16.39277270478211 48.29282342963734))",2.0
0.0,0.0,0.0,0.0,0.0,"POLYGON ((16.399511026642372 48.29281991341904, 16.399505462270866 48.28832337097597, 16.40624319119557 48.28831946058788, 16.40624934711777 48.292816002404855, 16.399511026642372 48.29281991341904))",2.0
0.0,0.0,0.0,0.0,0.0,"POLYGON ((16.40624934711777 48.292816002404855, 16.40624319119557 48.28831946058788, 16.412980918590613 48.2883151554661, 16.412987666063042 48.29281169659507, 16.40624934711777 48.292816002404855))",5.0
0.0,0.0,0.0,2.0,0.0,"POLYGON ((16.412987666063042 48.29281169659507, 16.412980918590613 48.2883151554661, 16.419718644310784 48.28831045561093, 16.419725983332913 48.292806995989885, 16.412987666063042 48.29281169659507))",7.0
0.0,0.0,0.0,7.0,0.0,"POLYGON ((16.419725983332913 48.292806995989885, 16.419718644310784 48.28831045561093, 16.426456368210854 48.28830536102256, 16.426464298782108 48.29280190058953, 16.419725983332913 48.292806995989885))",8.0
0.0,0.0,0.0,4.0,0.0,"POLYGON ((16.426464298782108 48.29280190058953, 16.426456368210854 48.28830536102256, 16.433194090145584 48.28829987170129, 16.43320261226536 48.292796410394345, 16.426464298782108 48.29280190058953))",11.0
0.0,0.0,0.0,5.0,0.0,"POLYGON ((16.43320261226536 48.292796410394345, 16.433194090145584 48.28829987170129, 16.43993180996977 48.2882939876474, 16.4399409236374 48.2927905254046, 16.43320261226536 48.292796410394345))",12.0
0.0,0.0,0.0,11.0,0.0,"POLYGON ((16.4399409236374 48.2927905254046, 16.43993180996977 48.2882939876474, 16.446669527538177 48.28828770886123, 16.44667923275296 48.29278424562056, 16.4399409236374 48.2927905254046))",11.0
0.0,0.0,0.0,21.0,0.0,"POLYGON ((16.44667923275296 48.29278424562056, 16.446669527538177 48.28828770886123, 16.453407242705584 48.288281035343104, 16.453417539466766 48.29277757104263, 16.44667923275296 48.29278424562056))",0.0
0.0,0.0,1.0,7.0,0.0,"POLYGON ((16.480370739399106 48.29274692479934, 16.48035807646073 48.28825039395866, 16.487095777444786 48.288241746786646, 16.487109031925115 48.2927382762577, 16.480370739399106 48.29274692479934))",15.0
0.0,0.0,0.0,3.0,0.0,"POLYGON ((16.487109031925115 48.2927382762577, 16.487095777444786 48.288241746786646, 16.493833475156503 48.28823270488514, 16.49384732117777 48.29272923292461, 16.487109031925115 48.2927382762577))",12.0
0.0,0.0,1.0,0.0,0.0,"POLYGON ((16.49384732117777 48.29272923292461, 16.493833475156503 48.28823270488514, 16.50057116945065 48.288223268254654, 16.5005856070118 48.29271979480058, 16.49384732117777 48.29272923292461))",23.0
0.0,0.0,0.0,0.0,0.0,"POLYGON ((16.5005856070118 48.29271979480058, 16.50057116945065 48.288223268254654, 16.507308860182025 48.28821343689569, 16.507323889281924 48.29270996188611, 16.5005856070118 48.29271979480058))",17.0
0.0,0.0,0.0,0.0,0.0,"POLYGON ((16.507323889281924 48.29270996188611, 16.507308860182025 48.28821343689569, 16.514046547205396 48.28820321080879, 16.514062167842894 48.292699734181774, 16.507323889281924 48.29270996188611))",12.0
1.0,1.0,1.0,9.0,0.0,"POLYGON ((16.338865857076513 48.28834080142556, 16.338865616752713 48.283844252605974, 16.345602761501375 48.28384389489633, 16.345603593232912 48.28834044364752, 16.338865857076513 48.28834080142556))",14.0
0.0,0.0,1.0,3.0,0.0,"POLYGON ((16.345603593232912 48.28834044364752, 16.345602761501375 48.28384389489633, 16.352339906027495 48.283843142513824, 16.35234132916669 48.28833969113466, 16.345603593232912 48.28834044364752))",1.0
0.0,0.0,0.0,0.0,0.0,"POLYGON ((16.35234132916669 48.28833969113466, 16.352339906027495 48.283843142513824, 16.35907705018588 48.28384199545847, 16.35907906473263 48.288338543887036, 16.35234132916669 48.28833969113466))",12.0
0.0,9.0,0.0,0.0,0.0,"POLYGON ((16.365816799785502 48.28833700190467, 16.365814193831362 48.283840453730384, 16.372551336818752 48.283838517329634, 16.37255453418007 48.28833506518769, 16.365816799785502 48.28833700190467))",6.0
0.0,19.0,0.0,0.0,0.0,"POLYGON ((16.37255453418007 48.28833506518769, 16.372551336818752 48.283838517329634, 16.379288479002867 48.28383618625629, 16.379292267771124 48.28833273373619, 16.37255453418007 48.28833506518769))",2.0
0.0,5.0,2.0,0.0,0.0,"POLYGON ((16.379292267771124 48.28833273373619, 16.379288479002867 48.28383618625629, 16.38602562023852 48.28383346051048, 16.38603000041342 48.28833000755031, 16.379292267771124 48.28833273373619))",0.0
0.0,0.0,0.0,0.0,0.0,"POLYGON ((16.38603000041342 48.28833000755031, 16.38602562023852 48.28383346051048, 16.39276276038055 48.28383034009242, 16.392767731961747 48.28832688663015, 16.38603000041342 48.28833000755031))",8.0
0.0,0.0,0.0,0.0,0.0,"POLYGON ((16.392767731961747 48.28832688663015, 16.39276276038055 48.28383034009242, 16.39949989928377 48.28382682500224, 16.399505462270866 48.28832337097597, 16.392767731961747 48.28832688663015))",4.0
0.0,0.0,0.0,10.0,0.0,"POLYGON ((16.399505462270866 48.28832337097597, 16.39949989928377 48.28382682500224, 16.406237036802995 48.283822915240115, 16.40624319119557 48.28831946058788, 16.399505462270866 48.28832337097597))",2.0
0.0,0.0,0.0,1.0,0.0,"POLYGON ((16.40624319119557 48.28831946058788, 16.406237036802995 48.283822915240115, 16.412974172793042 48.28381861080627, 16.412980918590613 48.2883151554661, 16.40624319119557 48.28831946058788))",11.0
0.0,0.0,0.0,11.0,0.0,"POLYGON ((16.412980918590613 48.2883151554661, 16.412974172793042 48.28381861080627, 16.41971130710873 48.28381391170096, 16.419718644310784 48.28831045561093, 16.412980918590613 48.2883151554661))",1.0
0.0,0.0,0.0,23.0,0.0,"POLYGON ((16.419718644310784 48.28831045561093, 16.41971130710873 48.28381391170096, 16.42644843960489 48.28380881792441, 16.426456368210854 48.28830536102256, 16.419718644310784 48.28831045561093))",0.0
0.0,0.0,0.0,12.0,1.0,"POLYGON ((16.426456368210854 48.28830536102256, 16.42644843960489 48.28380881792441, 16.433185570136335 48.2838033294769, 16.433194090145584 48.28829987170129, 16.426456368210854 48.28830536102256))",4.0
0.0,0.0,0.0,15.0,0.0,"POLYGON ((16.433194090145584 48.28829987170129, 16.433185570136335 48.2838033294769, 16.43992269855789 48.283797446358754, 16.43993180996977 48.2882939876474, 16.433194090145584 48.28829987170129))",10.0
0.0,0.0,0.0,10.0,0.0,"POLYGON ((16.43993180996977 48.2882939876474, 16.43992269855789 48.283797446358754, 16.44665982472437 48.283791168570254, 16.446669527538177 48.28828770886123, 16.43993180996977 48.2882939876474))",15.0
0.0,0.0,0.0,24.0,0.0,"POLYGON ((16.446669527538177 48.28828770886123, 16.44665982472437 48.283791168570254, 16.4533969484906 48.28378449611176, 16.453407242705584 48.288281035343104, 16.446669527538177 48.28828770886123))",2.0
0.0,0.0,0.0,3.0,0.0,"POLYGON ((16.453407242705584 48.288281035343104, 16.4533969484906 48.28378449611176, 16.460134069711398 48.28377742898363, 16.460144955326758 48.2882739670934, 16.453407242705584 48.288281035343104))",19.0
0.0,1.0,1.0,7.0,0.0,"POLYGON ((16.48035807646073 48.28825039395866, 16.480345416649453 48.283753859585325, 16.487082526236765 48.28374521378268, 16.487095777444786 48.288241746786646, 16.48035807646073 48.28825039395866))",10.0
0.0,0.0,2.0,4.0,0.0,"POLYGON ((16.487095777444786 48.288241746786646, 16.487082526236765 48.28374521378268, 16.493819632552764 48.28373617331254, 16.493833475156503 48.28823270488514, 16.487095777444786 48.288241746786646))",17.0
0.0,0.0,1.0,3.0,0.0,"POLYGON ((16.493833475156503 48.28823270488514, 16.493819632552764 48.28373617331254, 16.500556735452257 48.28372673817531, 16.50057116945065 48.288223268254654, 16.493833475156503 48.28823270488514))",4.0
0.0,0.0,0.0,5.0,0.0,"POLYGON ((16.50057116945065 48.288223268254654, 16.500556735452257 48.28372673817531, 16.5072938347901 48.28371690837158, 16.507308860182025 48.28821343689569, 16.50057116945065 48.288223268254654))",0.0
0.0,0.0,0.0,0.0,0.0,"POLYGON ((16.507308860182025 48.28821343689569, 16.5072938347901 48.28371690837158, 16.514030930421104 48.28370668390186, 16.514046547205396 48.28820321080879, 16.507308860182025 48.28821343689569))",11.0
0.0,0.0,0.0,0.0,0.0,"POLYGON ((16.514046547205396 48.28820321080879, 16.514030930421104 48.28370668390186, 16.520768022200087 48.28369606476671, 16.520784230375554 48.288192589994495, 16.514046547205396 48.28820321080879))",22.0
0.0,0.0,0.0,0.0,0.0,"POLYGON ((16.32539132716846 48.283843784006585, 16.32539226944714 48.27934723170575, 16.332128822942803 48.27934766328641, 16.332128471926683 48.28384421564271, 16.32539132716846 48.283843784006585))",25.0
0.0,0.0,0.0,0.0,0.0,"POLYGON ((16.332128471926683 48.28384421564271, 16.332128822942803 48.27934766328641, 16.338865376506263 48.27934770025611, 16.338865616752713 48.283844252605974, 16.332128471926683 48.28384421564271))",23.0
0.0,0.0,0.0,1.0,0.0,"POLYGON ((16.338865616752713 48.283844252605974, 16.338865376506263 48.27934770025611, 16.34560192999237 48.27934734261487, 16.345602761501375 48.28384389489633, 16.338865616752713 48.283844252605974))",24.0
0.0,0.0,0.0,1.0,0.0,"POLYGON ((16.345602761501375 48.28384389489633, 16.34560192999237 48.27934734261487, 16.352338483256005 48.27934659036267, 16.352339906027495 48.283843142513824, 16.345602761501375 48.28384389489633))",15.0
0.0,0.0,0.0,0.0,0.0,"POLYGON ((16.352339906027495 48.283843142513824, 16.352338483256005 48.27934659036267, 16.359075036152028 48.279345443499615, 16.35907705018588 48.28384199545847, 16.352339906027495 48.283843142513824))",9.0
0.0,2.0,0.0,0.0,0.0,"POLYGON ((16.35907705018588 48.28384199545847, 16.359075036152028 48.279345443499615, 16.365811588535298 48.27934390202574, 16.365814193831362 48.283840453730384, 16.35907705018588 48.28384199545847))",5.0
0.0,13.0,0.0,2.0,0.0,"POLYGON ((16.365814193831362 48.283840453730384, 16.365811588535298 48.27934390202574, 16.37254814026068 48.27934196594111, 16.372551336818752 48.283838517329634, 16.365814193831362 48.283840453730384))",0.0
0.0,12.0,0.0,2.0,0.0,"POLYGON ((16.372551336818752 48.283838517329634, 16.37254814026068 48.27934196594111, 16.37928469118304 48.279339635245854, 16.379288479002867 48.28383618625629, 16.372551336818752 48.283838517329634))",4.0
